q_inverse_angstroms,debye,propo{e=0.380}_MyosinII10s,propo{e=0.380}_MyosinII10s_relDiffDebye,propo{e=0.390}_MyosinII10s,propo{e=0.390}_MyosinII10s_relDiffDebye,propo{e=0.400}_MyosinII10s,propo{e=0.400}_MyosinII10s_relDiffDebye,propo{e=0.410}_MyosinII10s,propo{e=0.410}_MyosinII10s_relDiffDebye,propo{e=0.420}_MyosinII10s,propo{e=0.420}_MyosinII10s_relDiffDebye,propo{e=0.430}_MyosinII10s,propo{e=0.430}_MyosinII10s_relDiffDebye,propo{e=0.440}_MyosinII10s,propo{e=0.440}_MyosinII10s_relDiffDebye,propo{e=0.450}_MyosinII10s,propo{e=0.450}_MyosinII10s_relDiffDebye,strat{s=0.15}_MyosinII10s,strat{s=0.15}_MyosinII10s_relDiffDebye,strat{s=0.20}_MyosinII10s,strat{s=0.20}_MyosinII10s_relDiffDebye,strat{s=0.25}_MyosinII10s,strat{s=0.25}_MyosinII10s_relDiffDebye,strat{s=0.30}_MyosinII10s,strat{s=0.30}_MyosinII10s_relDiffDebye,strat{s=0.35}_MyosinII10s,strat{s=0.35}_MyosinII10s_relDiffDebye,strat{s=0.40}_MyosinII10s,strat{s=0.40}_MyosinII10s_relDiffDebye,strat{s=0.45}_MyosinII10s,strat{s=0.45}_MyosinII10s_relDiffDebye,strat{s=0.50}_MyosinII10s,strat{s=0.50}_MyosinII10s_relDiffDebye
0.2,0.30824,0.146744,52.39294056579289,0.147844,52.03607578510252,0.149024,51.65325720218013,0.150247,51.25648845055801,0.15153,50.84025434726188,0.152899,50.39611990656632,0.154279,49.94841681806385,0.155733,49.47670646249676,0.313203,1.6101090059693728,0.328824,6.677913314300541,0.305849,0.7756942642097171,0.310381,0.6945886322346236,0.307346,0.29003373994290355,0.304676,1.1562418894368063,0.298279,3.2315728004152597,0.296179,3.9128601090059654
0.22,0.23707,0.134238,43.37621799468512,0.135658,42.77723879023073,0.137144,42.15041970725946,0.138654,41.513477032100226,0.140212,40.85628717256506,0.141849,40.16577382207787,0.143477,39.47905681866116,0.145172,38.76407812038639,0.257465,8.602944278061331,0.271162,14.38056270299912,0.253091,6.757919601805377,0.251407,6.0475808832834135,0.243805,2.8409330577466534,0.251103,5.919348715569249,0.23476,0.9743957480912838,0.235633,0.606150082254184
0.24,0.166866,0.121809,27.001905720757968,0.123547,25.960351419702025,0.125338,24.8870351060132,0.127133,23.81132165929548,0.128963,22.714633298574903,0.130866,21.574197260076936,0.132741,20.45054115278127,0.134676,19.290928050052138,0.199982,19.8458643462419,0.186938,12.028813539007352,0.194939,16.823678880059457,0.172904,3.618472307120693,0.178456,6.945692951230339,0.185335,11.068162477676708,0.160858,3.6004938094039445,0.167171,0.18278139345342953
0.26,0.109529,0.111595,1.8862584338394384,0.113594,3.7113458536095454,0.115636,5.575692282409226,0.117666,7.429082708689028,0.11972,9.304385140008574,0.121841,11.240858585397477,0.123918,13.137160021546803,0.126051,15.084589469455572,0.142189,29.818586858274987,0.128382,17.212792958942373,0.131944,20.464899706926936,0.11719,6.994494608733761,0.121313,10.758794474522732,0.120438,9.95991929078144,0.103663,5.35565923180162,0.113103,3.263062750504427
0.28,0.088033,0.107679,22.316631263276268,0.109778,24.70096441107312,0.111915,27.12846318994014,0.114036,29.53778696625129,0.116175,31.96755762043779,0.11838,34.47230016016721,0.120535,36.92024581690957,0.122743,39.42839616961822,0.110028,24.98494882600843,0.10164,15.456703736098957,0.102609,16.557427328388226,0.093309,5.9932070927947505,0.090081,2.3264003271500395,0.085878,2.4479456567423625,0.081958,6.900821282927989,0.085876,2.4502175320618473
0.3,0.086164,0.10728,24.50675456106958,0.10939,26.95557309317116,0.111537,29.44733299289726,0.113667,31.919363075066148,0.115815,34.41228355229562,0.118029,36.98180214474721,0.120191,39.49097070702381,0.122407,42.06281045448215,0.099955,16.005524348916015,0.091935,6.697692771923307,0.099507,15.485585627408192,0.086673,0.5907339492131233,0.084172,2.311870386704433,0.079967,7.192098788357096,0.078344,9.075716076319583,0.080959,6.040805905018338
0.32,0.080018,0.106202,32.722637406583516,0.108339,35.39328651053513,0.110513,38.110175210577616,0.112667,40.802069534354764,0.114839,43.51645879677071,0.117076,46.312079782049025,0.11926,49.04146567022419,0.121497,51.837086655502496,0.089839,12.27348846509535,0.086111,7.614536729235906,0.087697,9.596590767077396,0.078128,2.3619685570746616,0.077258,3.4492239246169767,0.071662,10.44265040365918,0.073021,8.744282536429306,0.074501,6.8946986927941305
0.34,0.067941,0.104127,53.26091756082483,0.106317,56.484302556630006,0.108542,59.759202837756284,0.110744,63.00025021710012,0.112961,66.2633755758673,0.115243,69.62217217880219,0.117468,72.89707245992847,0.119744,76.24703787109404,0.088518,30.286572172914735,0.076589,12.72869107019326,0.072976,7.410841759762143,0.067978,0.05445901591085703,0.068679,1.0862365876275042,0.063844,6.030232113157009,0.063384,6.707290148805589,0.06282,7.537422175122534
0.36,0.063287,0.103344,63.29419944064344,0.105554,66.78622781929938,0.107798,70.33197971147315,0.110018,73.8398091235167,0.112253,77.37134008564162,0.114551,81.0024175581083,0.11679200000000001,84.54342914026579,0.119083,88.16344588936117,0.091249,44.18284955836112,0.068833,8.763253116753852,0.067267,6.288811288258249,0.065879,4.095627854061652,0.065485,3.4730671385908725,0.062505,1.2356408109090196,0.061119,3.4256640384281076,0.05779,8.685828053154669
0.38,0.061374,0.103019,67.85446606054681,0.105237,71.46837423013002,0.107489,75.13768045100532,0.109716,78.76625281063642,0.111958,82.41926548701406,0.114263,86.174927493727,0.11651,89.83608694235346,0.118808,93.58034346791801,0.087824,43.096425196337215,0.068826,12.141949359663702,0.06809,10.942744484635188,0.064034,4.33408283638022,0.064814,5.6049793071984855,0.059691,2.74220353895786,0.060756,1.0069410499560083,0.055349,9.816860559846182
0.4,0.061965,0.103083,66.35681433067053,0.105299,69.93302670862585,0.10755,73.56572258533043,0.109776,77.15807310578552,0.112016,80.77301702574034,0.11432,84.49124505769386,0.116566,88.11587186314856,0.118862,91.82118938110223,0.083128,34.153150972323076,0.07146,15.323166303558455,0.069485,12.13588315984831,0.066139,6.736060679415806,0.062171,0.332445735495841,0.058592,5.443395465181959,0.057968,6.4504155571693715,0.054908,11.388687162107642
0.42,0.058237,0.102397,75.82808180366435,0.104632,79.66584817212427,0.106899,83.55856242594913,0.10914,87.406631522915,0.111396,91.28045744114567,0.113714,95.26074488727097,0.115974,99.14143929117228,0.118283,103.1062726445387,0.078126,34.1518278757491,0.069763,19.791541459896646,0.066852,14.793001013101634,0.066449,14.101001081786487,0.054695,6.082044061335572,0.055778,4.222401566014726,0.052909,9.148822913268196,0.052279,10.230609406391123
0.44,0.052538,0.101406,93.01457992310327,0.103666,97.3162282538353,0.105958,101.67878487951576,0.108222,105.98804674711637,0.110499,110.32205260953975,0.112838,114.77406829342569,0.115118,119.1137843085005,0.117447,123.54676615021506,0.078051,48.56104153184361,0.063813,21.46065704823174,0.063364,20.606037534736764,0.058625,11.585899729719431,0.052408,0.2474399482279458,0.051512,1.9528722067836597,0.047205,10.150748029997343,0.046452,11.583996345502305
0.46,0.043746,0.099884,128.3271613404654,0.102183,133.58249897133453,0.104511,138.90412837745168,0.106811,144.16175193160518,0.109121,149.4422347186028,0.111493,154.86444474923422,0.113803,160.1449275362319,0.116161,165.53513464088147,0.074109,69.40748868467973,0.059524,36.06729758149317,0.055241,26.276688154345536,0.052315,19.588076624148492,0.049538,13.240067663329217,0.044603,1.9590362547432831,0.041355,5.465642573035242,0.039519,9.662597723220411
0.48,0.038362,0.098946,157.92711537458945,0.101268,163.9799801887284,0.10362,170.11104739064703,0.105941,176.16130545852667,0.108272,182.2376309889995,0.110664,188.47296804129087,0.112992,194.54147333298576,0.115368,200.73510244512795,0.068752,79.21901882070797,0.057852,50.80548459412961,0.051166,33.37677910432199,0.049308,28.53344455450706,0.044988,17.272300714248477,0.038763,1.0453052499869626,0.038522,0.41707940149106,0.036589000000000003,4.621761117772787
0.5,0.038246,0.098922,158.64665585943624,0.101245,164.72049364639437,0.103598,170.8727710087329,0.105919,176.94137949066567,0.10825,183.03613449772521,0.110643,189.29299796057103,0.112972,195.38252366260522,0.115348,201.59493803273546,0.066571,74.06003242169116,0.057762,51.027558437483655,0.051908,35.721382628248705,0.048091,25.741253987345083,0.043442,13.58573445589081,0.037536,1.8564032840035618,0.037789,1.1948961982952442,0.036286,5.124718924854895
