q_inverse_angstroms,debye,propo{e=0.380}_MtCorB,propo{e=0.380}_MtCorB_relDiffDebye,propo{e=0.390}_MtCorB,propo{e=0.390}_MtCorB_relDiffDebye,propo{e=0.400}_MtCorB,propo{e=0.400}_MtCorB_relDiffDebye,propo{e=0.410}_MtCorB,propo{e=0.410}_MtCorB_relDiffDebye,propo{e=0.420}_MtCorB,propo{e=0.420}_MtCorB_relDiffDebye,propo{e=0.430}_MtCorB,propo{e=0.430}_MtCorB_relDiffDebye,propo{e=0.440}_MtCorB,propo{e=0.440}_MtCorB_relDiffDebye,propo{e=0.450}_MtCorB,propo{e=0.450}_MtCorB_relDiffDebye,strat{s=0.15}_MtCorB,strat{s=0.15}_MtCorB_relDiffDebye,strat{s=0.20}_MtCorB,strat{s=0.20}_MtCorB_relDiffDebye,strat{s=0.25}_MtCorB,strat{s=0.25}_MtCorB_relDiffDebye,strat{s=0.30}_MtCorB,strat{s=0.30}_MtCorB_relDiffDebye,strat{s=0.35}_MtCorB,strat{s=0.35}_MtCorB_relDiffDebye,strat{s=0.40}_MtCorB,strat{s=0.40}_MtCorB_relDiffDebye,strat{s=0.45}_MtCorB,strat{s=0.45}_MtCorB_relDiffDebye,strat{s=0.50}_MtCorB,strat{s=0.50}_MtCorB_relDiffDebye
0.24,0.264688,0.105218,60.24829232908178,0.106211,59.873133651695575,0.107269,59.47341775977755,0.108354,59.06350117874629,0.109452,58.648673154808684,0.11064,58.199842833826985,0.111783,57.76801366136735,0.113007,57.30558242156803,0.025435,90.3905730520462,0.02604,90.16200205524994,0.019856,92.49833766547785,0.025242,90.46348908904068,0.023711,91.04190594209031,0.023699,91.04643958169618,0.022213,91.60785528622377,0.022384,91.54325092184004
0.26,0.166864,0.092489,44.57222648384313,0.093806,43.78296097420654,0.095179,42.96013519992329,0.096559,42.133114392559214,0.097933,41.30968932783584,0.099396,40.4329274139419,0.100785,39.60051299261675,0.102255,38.719556045641966,0.017741,89.36798830185062,0.01806,89.17681465145269,0.014028,91.59315370601207,0.0174,89.57234634193115,0.015896,90.47367916386997,0.015903,90.46948413078914,0.014417,91.36002972480583,0.015945,90.44431393230417
0.28,0.105187,0.084356,19.80377803340717,0.085881,18.353979103881663,0.087456,16.85664578322416,0.089024,15.36596727732514,0.090573,13.893351840056281,0.092213,12.334223810927206,0.093758,10.865411124948908,0.095386,9.317691349691506,0.012587,88.03369237643435,0.012065,88.52995141985227,0.010344,90.16608516261515,0.012036,88.55752136670881,0.011389,89.1726163879567,0.010409,90.10429045414358,0.009492,90.97607118750416,0.011477,89.0889558595644
0.3,0.069539,0.079363,14.127324235321185,0.081015,16.50296955665166,0.082713,18.944764808237093,0.084397,21.366427472353635,0.086055,23.75070104545651,0.087802,26.262960353183107,0.089444,28.624225254892927,0.091168,31.10340959749205,0.008948,87.13240052344727,0.007861,88.69555213621133,0.007304,89.49654150908124,0.008103,88.34754598139173,0.008482,87.80252807776931,0.006703,90.36080472828198,0.006428,90.7562662678497,0.008056,88.41513395360877
0.32,0.058171,0.077393,33.0439566106823,0.079096,35.971532206769695,0.080843,38.97474686699558,0.082572,41.94701827371028,0.084272,44.86943666087913,0.086063,47.94829038524351,0.087743,50.83632737962215,0.089505,53.8653280844407,0.006792,88.32407900844063,0.005432,90.66201371817573,0.005449,90.63278953430402,0.005831,89.9761049320108,0.006336,89.10797476405769,0.004804,91.74158945178868,0.004696,91.92724897285589,0.005719,90.16864073163605
0.34,0.056299,0.076876,36.54949466242739,0.078592,39.59750617240092,0.080351,42.72189559317218,0.082093,45.816089095721054,0.083804,48.85521945327626,0.085606,52.055986784845196,0.087296,55.05781630224337,0.089068,58.20529671930228,0.005695,89.88436739551324,0.0044470000000000004,92.10110303913036,0.004826,91.42791168582036,0.004948,91.2112115668129,0.005025,91.07444181957051,0.003908,93.05849126982717,0.003947,92.98921828096414,0.004296,92.36931384216416
0.36,0.053356,0.076426,43.23787390359096,0.078153,46.474623285103824,0.079924,49.79383761901191,0.081675,53.07556788364944,0.083397,56.302946247844666,0.085208,59.69712872029388,0.086907,62.88140040482795,0.088688,66.21935677337132,0.005228,90.20166429267562,0.004182,92.16208111552591,0.004643,91.29807331883949,0.004465,91.63168153534748,0.004321,91.90156683409552,0.003377,93.67081490366594,0.003646,93.16665417197692,0.003443,93.5471174750731
0.38,0.051618,0.076153,47.531868727963115,0.077888,50.89309930644349,0.079665,54.33569684993608,0.081423,57.74148552830408,0.08315,61.08721763725833,0.084967,64.60730752838158,0.086671,67.90848153744818,0.088457,71.36851485915766,0.005249,89.83106668216513,0.004141,91.97760471153474,0.004547,91.19105738308342,0.004019,92.21395637180828,0.003874,92.49486613196947,0.003174,93.8509822155062,0.00346,93.29691192994693,0.003058,94.07571002363517
0.4,0.05058,0.075964,50.18584420719653,0.077703,53.62396204033214,0.079484,57.145116646896,0.081247,60.63068406484776,0.082978,64.05298536971135,0.0848,67.65519968366944,0.086507,71.03005140371688,0.088297,74.568999604586793,0.005115,89.88730723606169,0.004092,91.90984578884935,0.004376,91.34835903519178,0.003595,92.8924476077501,0.003543,92.99525504151839,0.003017,94.03519177540531,0.003225,93.62396204033216,0.002886,94.29418742586002
0.42,0.047875,0.075588,57.88616187989556,0.077337,61.53942558746736,0.079128,65.2804177545692,0.080899,68.97963446475195,0.082638,72.61201044386422,0.084468,76.43446475195822,0.086183,80.01671018276761,0.08798,83.77023498694517,0.004682,90.22036553524805,0.003897,91.86005221932115,0.003995,91.65535248041776,0.003214,93.28668407310705,0.003329,93.04647519582245,0.002829,94.09086161879895,0.002968,93.80052219321149,0.002714,94.33107049608354
0.44,0.043834,0.075085,71.29397271524388,0.076846,75.31140210795273,0.07865,79.42692886800201,0.080433,83.4945476114432,0.082183,87.4868823287859,0.084024,91.68681845143041,0.085748,95.61983848154402,0.087555,99.74220924396586,0.004484,89.7704977871059,0.003523,91.9628598804581,0.003488,92.04270657480495,0.002968,93.22900031938678,0.003127,92.86626819363964,0.002736,93.7582698362002,0.002741,93.74686316557923,0.00253,94.22822466578455
0.46,0.039366,0.074547,89.3689986282579,0.076323,93.88050602042372,0.078139,98.49362393944013,0.079935,103.05593659503127,0.081697,107.5318803027994,0.083549,112.23644769598131,0.085284,116.64380429812529,0.087101,121.25946248031296,0.00443,88.74663415129807,0.003178,91.92704364172128,0.003058,92.23187522227303,0.002844,92.77549154092364,0.002827,92.81867601483513,0.002606,93.38007417568461,0.002495,93.66204338769496,0.002344,94.04562312655591
0.48,0.035782,0.074105,107.10133586719579,0.075892,112.09546699457829,0.07772,117.20418087306466,0.079525,122.248616622883,0.081297,127.20082723156891,0.083158,132.40176625118772,0.084902,137.27572522497346,0.086727,142.37605499972054,0.004132,88.45229444972331,0.003095,91.35039964227823,0.002888,91.92890280029064,0.002794,92.1916047174557,0.002519,92.96014756022582,0.002394,93.30948521603041,0.002236,93.7510480129674,0.002182,93.90196188027501
0.5,0.033353,0.073799,121.26645279285222,0.075593,126.64527928522169,0.077429,132.15003148142594,0.079241,137.5828261325818,0.08102,142.916679159296,0.082888,148.51737474889813,0.084637,153.76128084430187,0.086469,159.25404011633137,0.003777,88.67568134800467,0.003116,90.65751206787995,0.002983,91.05627679668996,0.00276,91.72488231943154,0.002293,93.12505621683206,0.002202,93.39789524180733,0.001992,94.02752376098103,0.002057,93.83263874314156
